지점,지점명,일시,평균 전운량(1/10),평균 중하층운량(1/10)
263,의령군,2024-06-14,2.3,1.1
277,영덕,2024-06-14,2,0.3
162,통영,2024-06-14,3,0
289,산청,2024-06-14,2.9,0.1
239,세종,2024-06-14,3.9,2
235,보령,2024-06-14,4.8,1
221,제천,2024-06-14,3,0.8
143,대구,2024-06-14,3.4,0.3
285,합천,2024-06-14,2.8,0.1
90,속초,2024-06-14,4.6,2.8
168,여수,2024-06-14,3.9,0
264,함양군,2024-06-14,2.6,0.4
119,수원,2024-06-14,5.4,1.8
155,창원,2024-06-14,1.9,0
165,목포,2024-06-14,5.5,2.9
253,김해시,2024-06-14,2.8,0
278,의성,2024-06-14,2.9,0.6
203,이천,2024-06-14,3.9,1.8
272,영주,2024-06-14,3.5,0.1
232,천안,2024-06-14,4.5,1.4
174,순천,2024-06-14,4.3,1
106,동해,2024-06-14,3.3,0.5
294,거제,2024-06-14,3,1.5
146,전주,2024-06-14,5,2.9
257,양산시,2024-06-14,2.4,0
258,보성군,2024-06-14,4.3,1.1
138,포항,2024-06-14,2.6,0
201,강화,2024-06-14,7.3,2.8
131,청주,2024-06-14,5.4,0.9
192,진주,2024-06-14,2.8,1.5
261,해남,2024-06-14,6.9,2.1
268,진도군,2024-06-14,6,1.9
169,흑산도,2024-06-14,7.5,2.5
226,보은,2024-06-15,6.4,3.1
138,포항,2024-06-15,5.6,2.3
201,강화,2024-06-15,6.8,3.5
192,진주,2024-06-15,3.6,2.8
248,장수,2024-06-15,5.1,2.6
252,영광군,2024-06-15,3.8,0.8
133,대전,2024-06-15,5.9,4.6
152,울산,2024-06-15,5.3,4
162,통영,2024-06-15,3.8,0
262,고흥,2024-06-15,5.4,1.4
271,봉화,2024-06-15,8.1,5
136,안동,2024-06-15,6.9,5
277,영덕,2024-06-15,5.5,3.3
263,의령군,2024-06-15,4.5,2.3
172,고창,2024-06-15,4.8,2.3
253,김해시,2024-06-15,4.4,1.8
268,진도군,2024-06-15,4,1.6
102,백령도,2024-06-15,5,4.6
146,전주,2024-06-15,5.4,4.5
258,보성군,2024-06-15,5.4,2.1
232,천안,2024-06-15,7.4,6.5
106,동해,2024-06-15,9.4,4.9
119,수원,2024-06-15,7.3,5.3
257,양산시,2024-06-15,4.8,2.4
115,울릉도,2024-06-15,7,2.6
114,원주,2024-06-15,7.3,2.6
159,부산,2024-06-15,3.6,2.5
99,파주,2024-06-15,6.3,4.8
284,거창,2024-06-15,4.6,2.1
170,완도,2024-06-15,4.1,2
235,보령,2024-06-15,6.3,3.8
281,영천,2024-06-15,6,2.3
188,성산,2024-06-15,4.1,3.4
211,인제,2024-06-15,6.5,3.1
245,정읍,2024-06-15,4.9,2.5
129,서산,2024-06-15,7,3.8
105,강릉,2024-06-15,8.5,4.6
255,북창원,2024-06-15,3.6,1.9
276,청송군,2024-06-15,6.4,3.4
100,대관령,2024-06-15,8.5,6.8
217,정선군,2024-06-15,8.8,3.8
168,여수,2024-06-15,3.8,1
130,울진,2024-06-15,7.3,2.6
202,양평,2024-06-15,7.8,2.6
101,춘천,2024-06-15,6.6,0
174,순천,2024-06-15,4.8,1.8
177,홍성,2024-06-15,6.9,3.8
143,대구,2024-06-15,7,2.1
104,북강릉,2024-06-15,8.8,4.4
251,고창군,2024-06-15,5.4,2.4
184,제주,2024-06-15,5.1,1.9
165,목포,2024-06-15,3,1.8
272,영주,2024-06-15,8,0
221,제천,2024-06-15,8,3.1
127,충주,2024-06-15,7.5,4.4
98,동두천,2024-06-15,6.5,4.6
254,순창군,2024-06-15,4.3,2
247,남원,2024-06-15,4.6,2.4
278,의성,2024-06-15,7.5,3.6
285,합천,2024-06-15,6.1,3.4
239,세종,2024-06-15,6.5,3.5
140,군산,2024-06-15,5.6,4
266,광양시,2024-06-15,3.8,0.3
137,상주,2024-06-15,6.6,5.5
185,고산,2024-06-15,3.4,2.5
135,추풍령,2024-06-15,6.5,5
203,이천,2024-06-15,7.1,4
294,거제,2024-06-15,3.3,1.5
289,산청,2024-06-15,4.6,1.9
212,홍천,2024-06-15,6.6,1.9
296,북부산,2024-06-15,4.1,1.9
108,서울,2024-06-15,6.5,4.5
156,광주,2024-06-15,4.9,2.8
288,밀양,2024-06-15,5,2.4
261,해남,2024-06-15,4.1,2.6
264,함양군,2024-06-15,4.6,2.9
155,창원,2024-06-15,4.1,3.4
283,경주시,2024-06-15,5.5,0.9
112,인천,2024-06-15,6.8,4.1
181,서청주,2024-06-15,7.1,3.8
93,북춘천,2024-06-15,7,5.1
273,문경,2024-06-15,6.8,2.8
95,철원,2024-06-15,6.5,3.5
295,남해,2024-06-15,3.3,0.9
279,구미,2024-06-15,6.5,3.8
169,흑산도,2024-06-15,3.8,0.5
189,서귀포,2024-06-15,5.6,4.4
131,청주,2024-06-15,7.1,6.5
121,영월,2024-06-15,8.9,5.1
259,강진군,2024-06-15,4.8,2
244,임실,2024-06-15,5.1,2.3
243,부안,2024-06-15,5.5,2.3
238,금산,2024-06-15,5.9,3.9
236,부여,2024-06-15,5.8,3.5
90,속초,2024-06-15,7.4,4.4
260,장흥,2024-06-15,5.3,2.8
216,태백,2024-06-15,8.3,3
259,강진군,2024-06-16,5.1,1.3
279,구미,2024-06-16,2,0.5
254,순창군,2024-06-16,4.8,1.4
108,서울,2024-06-16,0.9,0.8
288,밀양,2024-06-16,3.5,0.9
245,정읍,2024-06-16,2.4,0.9
271,봉화,2024-06-16,1.1,0.5
181,서청주,2024-06-16,1.9,0.3
212,홍천,2024-06-16,0.5,0.3
243,부안,2024-06-16,1.8,0.1
262,고흥,2024-06-16,3.9,0.3
135,추풍령,2024-06-16,3,0.5
99,파주,2024-06-16,0.4,0.4
114,원주,2024-06-16,2,1
137,상주,2024-06-16,2.5,0.5
276,청송군,2024-06-16,2.4,0.9
285,합천,2024-06-16,4.5,1.9
189,서귀포,2024-06-16,5.1,1.3
266,광양시,2024-06-16,3.9,0.1
252,영광군,2024-06-16,4,0.8
90,속초,2024-06-16,0.6,0.3
156,광주,2024-06-16,4,0.5
152,울산,2024-06-16,4.1,1.4
168,여수,2024-06-16,3.9,0
184,제주,2024-06-16,5.5,1.4
232,천안,2024-06-16,1.9,0.1
162,통영,2024-06-16,3.1,0
264,함양군,2024-06-16,4,0.3
261,해남,2024-06-16,4.3,1
127,충주,2024-06-16,1.5,0.6
129,서산,2024-06-16,2.1,0.4
235,보령,2024-06-16,2.6,0.9
295,남해,2024-06-16,3.6,0.4
283,경주시,2024-06-16,4.6,0.8
169,흑산도,2024-06-16,6.4,1.9
221,제천,2024-06-16,1.8,0.8
258,보성군,2024-06-16,3.9,0.5
239,세종,2024-06-16,2.5,0.5
263,의령군,2024-06-16,3.9,0.4
105,강릉,2024-06-16,0.4,0.1
273,문경,2024-06-16,2.4,0.6
248,장수,2024-06-16,4.1,0.5
146,전주,2024-06-16,4.9,2.1
104,북강릉,2024-06-16,0.8,0.8
188,성산,2024-06-16,4.6,1.4
177,홍성,2024-06-16,3.3,0.9
138,포항,2024-06-16,3.5,1.4
119,수원,2024-06-16,4.1,3.3
100,대관령,2024-06-16,1.4,0.9
133,대전,2024-06-16,3.3,2
202,양평,2024-06-16,1,0.4
131,청주,2024-06-16,3,0.9
260,장흥,2024-06-16,4,0.5
136,안동,2024-06-16,4.1,3.3
201,강화,2024-06-16,0,0
217,정선군,2024-06-16,1.8,0.6
289,산청,2024-06-16,4.3,0.1
281,영천,2024-06-16,2.9,0.8
257,양산시,2024-06-16,3.9,0.9
238,금산,2024-06-16,3.3,0.8
251,고창군,2024-06-16,3.5,1.1
255,북창원,2024-06-16,4.1,0.9
211,인제,2024-06-16,0.5,0.5
272,영주,2024-06-16,1.9,0
170,완도,2024-06-16,4,0.3
216,태백,2024-06-16,2.1,0.5
121,영월,2024-06-16,1.9,1.3
247,남원,2024-06-16,5.1,1.5
106,동해,2024-06-16,0.6,0.1
278,의성,2024-06-16,2.9,0.4
95,철원,2024-06-16,0.4,0.3
143,대구,2024-06-16,3.3,1
284,거창,2024-06-16,4.4,1.4
102,백령도,2024-06-16,1.3,1.3
130,울진,2024-06-16,2.1,0.8
174,순천,2024-06-16,4.5,0.3
277,영덕,2024-06-16,2.5,0.8
244,임실,2024-06-16,4.1,1.6
236,부여,2024-06-16,2.3,0.3
253,김해시,2024-06-16,3.8,0.9
294,거제,2024-06-16,3.6,0.6
159,부산,2024-06-16,4.5,0.8
101,춘천,2024-06-16,0.5,0
226,보은,2024-06-16,1.9,0.3
203,이천,2024-06-16,1.5,4
192,진주,2024-06-16,4.3,0.6
268,진도군,2024-06-16,5,1
185,고산,2024-06-16,4.4,1.4
115,울릉도,2024-06-16,1,1
140,군산,2024-06-16,3.6,0.8
155,창원,2024-06-16,4.1,1.8
165,목포,2024-06-16,6,2
112,인천,2024-06-16,0.6,0.4
296,북부산,2024-06-16,3.5,0.3
98,동두천,2024-06-16,0.4,0.4
93,북춘천,2024-06-16,1.5,0.9
172,고창,2024-06-16,3.4,0.5
283,경주시,2024-06-17,7.8,0.5
115,울릉도,2024-06-17,5.5,0
221,제천,2024-06-17,4.8,0.4
121,영월,2024-06-17,5.1,0.8
271,봉화,2024-06-17,7.3,0.3
281,영천,2024-06-17,7.6,0.4
284,거창,2024-06-17,7.6,2
235,보령,2024-06-17,5.9,1.3
260,장흥,2024-06-17,8,5.5
162,통영,2024-06-17,7.3,0
236,부여,2024-06-17,6.4,0.4
264,함양군,2024-06-17,8.3,0.8
261,해남,2024-06-17,7.4,3.1
159,부산,2024-06-17,7.5,0
129,서산,2024-06-17,4.9,0.8
127,충주,2024-06-17,6.5,0.9
155,창원,2024-06-17,7.6,0
244,임실,2024-06-17,6.3,0.6
289,산청,2024-06-17,8.8,2.9
252,영광군,2024-06-17,6.6,0.4
100,대관령,2024-06-17,4.8,0.8
276,청송군,2024-06-17,8.4,0.3
296,북부산,2024-06-17,7.5,3.4
226,보은,2024-06-17,6.6,0.4
262,고흥,2024-06-17,7.6,5.3
181,서청주,2024-06-17,6.6,0
112,인천,2024-06-17,3.3,0
131,청주,2024-06-17,6.5,0
279,구미,2024-06-17,8.5,4.4
238,금산,2024-06-17,6.9,1.1
259,강진군,2024-06-17,7.9,4.3
93,북춘천,2024-06-17,3.6,0
272,영주,2024-06-17,7,0
243,부안,2024-06-17,6.8,0.4
255,북창원,2024-06-17,8,1.8
152,울산,2024-06-17,7.3,0
216,태백,2024-06-17,6,0
119,수원,2024-06-17,4,0
295,남해,2024-06-17,7.1,1.9
95,철원,2024-06-17,2.8,0
146,전주,2024-06-17,7,0
232,천안,2024-06-17,6.4,0
169,흑산도,2024-06-17,6.6,1.3
136,안동,2024-06-17,8,0
192,진주,2024-06-17,8.3,5.1
165,목포,2024-06-17,7.1,0.6
239,세종,2024-06-17,6.9,0.9
174,순천,2024-06-17,8.6,1.8
202,양평,2024-06-17,4,0
251,고창군,2024-06-17,6.5,0.5
168,여수,2024-06-17,6.4,0.8
277,영덕,2024-06-17,8.4,0.4
268,진도군,2024-06-17,6.4,4.9
201,강화,2024-06-17,3.3,0.4
114,원주,2024-06-17,4.3,0
258,보성군,2024-06-17,8.1,1.1
130,울진,2024-06-17,6.6,0.6
143,대구,2024-06-17,8,0
254,순창군,2024-06-17,7,0.3
253,김해시,2024-06-17,7.3,1.3
278,의성,2024-06-17,8.3,0.8
247,남원,2024-06-17,7.3,2.1
108,서울,2024-06-17,4.6,0
288,밀양,2024-06-17,8.1,3.6
245,정읍,2024-06-17,6.4,0.6
211,인제,2024-06-17,3.1,0.3
185,고산,2024-06-17,7.5,3
156,광주,2024-06-17,7.4,0
137,상주,2024-06-17,7.5,0.1
294,거제,2024-06-17,7.4,0.5
212,홍천,2024-06-17,4.1,0.1
140,군산,2024-06-17,6,3
102,백령도,2024-06-17,1.4,0
138,포항,2024-06-17,8.4,0
101,춘천,2024-06-17,3.6,0
177,홍성,2024-06-17,6.4,0
203,이천,2024-06-17,4,0
257,양산시,2024-06-17,7.6,1.8
90,속초,2024-06-17,3.6,0
189,서귀포,2024-06-17,7.1,2.6
248,장수,2024-06-17,7.3,0.9
263,의령군,2024-06-17,8.3,2.6
273,문경,2024-06-17,7,0.4
172,고창,2024-06-17,6.5,2.8
170,완도,2024-06-17,6.9,4.5
266,광양시,2024-06-17,7.9,2.3
133,대전,2024-06-17,7,0
99,파주,2024-06-17,2.6,0
184,제주,2024-06-17,7.4,5
98,동두천,2024-06-17,2.8,0.3
105,강릉,2024-06-17,4.6,0.3
217,정선군,2024-06-17,4.9,0.3
285,합천,2024-06-17,8,2.3
135,추풍령,2024-06-17,7.9,1.5
188,성산,2024-06-17,8.1,3.4
104,북강릉,2024-06-17,4.5,0
106,동해,2024-06-17,5,0.1
276,청송군,2024-06-18,0.4,0
203,이천,2024-06-18,0,0
170,완도,2024-06-18,1.1,0
226,보은,2024-06-18,0,0
248,장수,2024-06-18,0,0
181,서청주,2024-06-18,0,0
99,파주,2024-06-18,0,0
165,목포,2024-06-18,2,0.8
247,남원,2024-06-18,0.4,0
127,충주,2024-06-18,0,0
295,남해,2024-06-18,0.5,0.4
281,영천,2024-06-18,0.6,0
101,춘천,2024-06-18,0,0
115,울릉도,2024-06-18,1.1,0
146,전주,2024-06-18,0,0
273,문경,2024-06-18,0.3,0
272,영주,2024-06-18,1.5,0
105,강릉,2024-06-18,0.1,0
235,보령,2024-06-18,0,0
184,제주,2024-06-18,1.4,0
271,봉화,2024-06-18,0.6,0
169,흑산도,2024-06-18,1.5,0
93,북춘천,2024-06-18,0,0
288,밀양,2024-06-18,0.9,0.5
212,홍천,2024-06-18,0,0
140,군산,2024-06-18,0,0
189,서귀포,2024-06-18,1.9,0
252,영광군,2024-06-18,1.1,0
90,속초,2024-06-18,0,0
289,산청,2024-06-18,0.8,0
296,북부산,2024-06-18,0.9,0.5
239,세종,2024-06-18,0,0
277,영덕,2024-06-18,0.8,0
284,거창,2024-06-18,0.6,0
159,부산,2024-06-18,1.1,0
121,영월,2024-06-18,0,0
255,북창원,2024-06-18,0.8,0.1
221,제천,2024-06-18,0,0
257,양산시,2024-06-18,1.5,0.5
253,김해시,2024-06-18,1.1,0.6
260,장흥,2024-06-18,1.3,0
102,백령도,2024-06-18,0.8,0
217,정선군,2024-06-18,0,0
261,해남,2024-06-18,1.3,0
211,인제,2024-06-18,0,0
264,함양군,2024-06-18,0.5,0
172,고창,2024-06-18,1.1,0
268,진도군,2024-06-18,0.9,0
283,경주시,2024-06-18,1.5,0
112,인천,2024-06-18,0.4,0.4
238,금산,2024-06-18,0,0
216,태백,2024-06-18,0.5,0
95,철원,2024-06-18,0,0
137,상주,2024-06-18,0.4,0
266,광양시,2024-06-18,1.4,0
156,광주,2024-06-18,1.1,0
138,포항,2024-06-18,1.3,0
155,창원,2024-06-18,0.5,0
185,고산,2024-06-18,1.8,0
108,서울,2024-06-18,0,0
294,거제,2024-06-18,0.8,0.3
254,순창군,2024-06-18,0.9,0
278,의성,2024-06-18,0,0
114,원주,2024-06-18,0,0
130,울진,2024-06-18,0.8,0
177,홍성,2024-06-18,0,0
174,순천,2024-06-18,0.4,0
106,동해,2024-06-18,0.4,0
98,동두천,2024-06-18,0,0
135,추풍령,2024-06-18,0.4,0
168,여수,2024-06-18,0.9,0
202,양평,2024-06-18,0,0
236,부여,2024-06-18,0.4,0
104,북강릉,2024-06-18,0,0
244,임실,2024-06-18,0.3,0
143,대구,2024-06-18,0.9,0
245,정읍,2024-06-18,0.8,0
192,진주,2024-06-18,0.3,0.3
285,합천,2024-06-18,0.4,0
232,천안,2024-06-18,0,0
131,청주,2024-06-18,0,0
243,부안,2024-06-18,0.9,0
133,대전,2024-06-18,0,0
251,고창군,2024-06-18,1.1,0
129,서산,2024-06-18,0,0
188,성산,2024-06-18,1,0
263,의령군,2024-06-18,0.9,0.1
152,울산,2024-06-18,1.5,0
162,통영,2024-06-18,0,0
119,수원,2024-06-18,0,0
262,고흥,2024-06-18,1,0
258,보성군,2024-06-18,1,0.1
136,안동,2024-06-18,0.5,0
201,강화,2024-06-18,0,0
100,대관령,2024-06-18,0,0
259,강진군,2024-06-18,1.3,0
279,구미,2024-06-18,0.3,0.3
236,부여,2024-06-19,5,0
135,추풍령,2024-06-19,5.6,0
131,청주,2024-06-19,5.8,0
95,철원,2024-06-19,2.1,0
104,북강릉,2024-06-19,1,0
119,수원,2024-06-19,4.1,0
273,문경,2024-06-19,4.8,0
244,임실,2024-06-19,7.4,0.3
90,속초,2024-06-19,0.8,0
140,군산,2024-06-19,6.1,2
284,거창,2024-06-19,7.4,0
281,영천,2024-06-19,5.4,0.3
136,안동,2024-06-19,4.8,0
248,장수,2024-06-19,7.6,0.4
93,북춘천,2024-06-19,1.6,0
181,서청주,2024-06-19,3.4,0
138,포항,2024-06-19,5,0
202,양평,2024-06-19,2.6,0.1
105,강릉,2024-06-19,0.9,0
232,천안,2024-06-19,4.3,0.1
177,홍성,2024-06-19,4,0
288,밀양,2024-06-19,6.9,1.1
156,광주,2024-06-19,7,0
137,상주,2024-06-19,5.3,0
251,고창군,2024-06-19,7.5,0.5
276,청송군,2024-06-19,4.1,0
266,광양시,2024-06-19,7.9,0.1
252,영광군,2024-06-19,6.6,0
285,합천,2024-06-19,7,0.1
203,이천,2024-06-19,3.6,0.8
155,창원,2024-06-19,7.6,0
108,서울,2024-06-19,3.3,0
278,의성,2024-06-19,4.8,0.1
98,동두천,2024-06-19,1.3,0
262,고흥,2024-06-19,7.1,0.5
152,울산,2024-06-19,5.9,0
294,거제,2024-06-19,7.9,1.4
247,남원,2024-06-19,7.1,0.1
254,순창군,2024-06-19,6.8,0.1
106,동해,2024-06-19,1.6,0
130,울진,2024-06-19,2,0
263,의령군,2024-06-19,7.5,0
259,강진군,2024-06-19,6.5,0.8
143,대구,2024-06-19,6.5,0
100,대관령,2024-06-19,1.9,0.3
174,순천,2024-06-19,8,1
101,춘천,2024-06-19,1.4,0
185,고산,2024-06-19,8.4,3.8
168,여수,2024-06-19,7.6,0.4
201,강화,2024-06-19,2.3,0.9
271,봉화,2024-06-19,2.3,0
253,김해시,2024-06-19,7.4,0.3
257,양산시,2024-06-19,7.1,0.1
133,대전,2024-06-19,4.8,0
261,해남,2024-06-19,7.4,0
146,전주,2024-06-19,6.9,0
239,세종,2024-06-19,3.5,0.3
211,인제,2024-06-19,1,0
188,성산,2024-06-19,7.8,4.4
217,정선군,2024-06-19,1.8,0
170,완도,2024-06-19,7.6,2.1
283,경주시,2024-06-19,4.6,0.1
260,장흥,2024-06-19,7,1.5
272,영주,2024-06-19,4.5,0
258,보성군,2024-06-19,7.4,1.5
268,진도군,2024-06-19,7.5,1
184,제주,2024-06-19,8.1,2
99,파주,2024-06-19,1.8,0
121,영월,2024-06-19,2.1,0.4
189,서귀포,2024-06-19,8.8,3.8
165,목포,2024-06-19,7.1,0
114,원주,2024-06-19,3.3,0
169,흑산도,2024-06-19,8.1,1.4
245,정읍,2024-06-19,6.9,0.6
264,함양군,2024-06-19,7,0.1
172,고창,2024-06-19,6.9,2.5
243,부안,2024-06-19,6.9,0
102,백령도,2024-06-19,5.6,2.5
255,북창원,2024-06-19,7.1,0
112,인천,2024-06-19,4.1,0.1
127,충주,2024-06-19,4.8,0.9
289,산청,2024-06-19,7,0
226,보은,2024-06-19,4.1,0
279,구미,2024-06-19,5.4,0.1
296,북부산,2024-06-19,7.4,0.3
192,진주,2024-06-19,7.5,4.9
235,보령,2024-06-19,4.8,0.6
238,금산,2024-06-19,6.3,0.9
162,통영,2024-06-19,7.6,0
159,부산,2024-06-19,7.1,0
277,영덕,2024-06-19,4.5,0.3
221,제천,2024-06-19,2.6,0.1
129,서산,2024-06-19,3.1,1
212,홍천,2024-06-19,1.4,0
295,남해,2024-06-19,8,0.1
115,울릉도,2024-06-19,1.4,0
216,태백,2024-06-19,2.9,0.3
260,장흥,2024-06-20,9.8,8.1
264,함양군,2024-06-20,9.4,5.6
156,광주,2024-06-20,9,5.5
177,홍성,2024-06-20,4.8,0
279,구미,2024-06-20,8.5,1.3
105,강릉,2024-06-20,4.5,0
131,청주,2024-06-20,5.5,0
169,흑산도,2024-06-20,8.6,5.5
254,순창군,2024-06-20,9.4,3.4
104,북강릉,2024-06-20,3.6,0
243,부안,2024-06-20,8.1,2.3
259,강진군,2024-06-20,9.6,7.6
108,서울,2024-06-20,2.8,0
295,남해,2024-06-20,9.9,6.1
202,양평,2024-06-20,3,0
127,충주,2024-06-20,4.6,0
184,제주,2024-06-20,9.9,6.5
273,문경,2024-06-20,5.9,0.4
239,세종,2024-06-20,5.1,0
261,해남,2024-06-20,9.6,7.8
248,장수,2024-06-20,8.9,4.1
100,대관령,2024-06-20,4.6,1
285,합천,2024-06-20,8.5,2.6
168,여수,2024-06-20,9.5,6.3
283,경주시,2024-06-20,8.8,1.8
189,서귀포,2024-06-20,9.9,8.3
236,부여,2024-06-20,6.9,0.8
137,상주,2024-06-20,7.1,0
245,정읍,2024-06-20,9,5.4
114,원주,2024-06-20,3.4,0
121,영월,2024-06-20,4.6,0.5
99,파주,2024-06-20,1.8,0
217,정선군,2024-06-20,4.5,0
268,진도군,2024-06-20,9.3,6.1
201,강화,2024-06-20,2.8,0.1
272,영주,2024-06-20,4.9,0
170,완도,2024-06-20,9.5,6.9
251,고창군,2024-06-20,9.4,5.1
211,인제,2024-06-20,3.5,0.5
257,양산시,2024-06-20,9.5,2.9
102,백령도,2024-06-20,1.9,1.1
253,김해시,2024-06-20,9.5,2.9
172,고창,2024-06-20,9.4,5.8
258,보성군,2024-06-20,9.5,7.4
146,전주,2024-06-20,7.9,1.3
188,성산,2024-06-20,9.8,7.4
276,청송군,2024-06-20,6.6,0.3
252,영광군,2024-06-20,9.1,2.6
262,고흥,2024-06-20,9.6,8.9
263,의령군,2024-06-20,9.3,5.4
140,군산,2024-06-20,7.9,1.4
232,천안,2024-06-20,4.8,0
284,거창,2024-06-20,9.1,2.6
136,안동,2024-06-20,6.6,0
119,수원,2024-06-20,3.3,0
271,봉화,2024-06-20,5.8,0
162,통영,2024-06-20,9.4,0
165,목포,2024-06-20,9.3,5.9
235,보령,2024-06-20,6.6,0
129,서산,2024-06-20,4.3,0.3
133,대전,2024-06-20,5.9,0.3
288,밀양,2024-06-20,9,2.3
115,울릉도,2024-06-20,4.8,0
255,북창원,2024-06-20,9.6,3.3
238,금산,2024-06-20,7.5,0.1
159,부산,2024-06-20,9.4,5
221,제천,2024-06-20,3.8,0.3
98,동두천,2024-06-20,2.1,0.4
101,춘천,2024-06-20,3.4,0
174,순천,2024-06-20,9.5,6.6
143,대구,2024-06-20,8.8,2
106,동해,2024-06-20,4.3,0.1
130,울진,2024-06-20,4.9,0
294,거제,2024-06-20,9.5,6.4
247,남원,2024-06-20,9.4,4.4
185,고산,2024-06-20,8.8,2.5
278,의성,2024-06-20,7.3,0.5
155,창원,2024-06-20,9.4,5.3
203,이천,2024-06-20,3,0
266,광양시,2024-06-20,9.5,4.4
281,영천,2024-06-20,8.6,1.4
135,추풍령,2024-06-20,7.5,0
181,서청주,2024-06-20,5.6,0
138,포항,2024-06-20,9.1,3.4
277,영덕,2024-06-20,6.3,0.5
296,북부산,2024-06-20,9.3,3.3
289,산청,2024-06-20,9.4,4.8
112,인천,2024-06-20,3.3,0
216,태백,2024-06-20,5,0
226,보은,2024-06-20,6.4,0.1
95,철원,2024-06-20,2.5,0.4
90,속초,2024-06-20,2.9,0.1
192,진주,2024-06-20,9.5,7.3
244,임실,2024-06-20,9.3,3.5
212,홍천,2024-06-20,2.8,0.3
93,북춘천,2024-06-20,3.4,0.3
152,울산,2024-06-20,8.4,2.5
165,목포,2024-06-21,7.9,4.5
184,제주,2024-06-21,8.3,5.3
119,수원,2024-06-21,5.8,1
181,서청주,2024-06-21,6,1.3
192,진주,2024-06-21,6.3,4.1
189,서귀포,2024-06-21,9.6,9
285,합천,2024-06-21,7,3.6
217,정선군,2024-06-21,5.8,0.9
172,고창,2024-06-21,7.4,3.3
248,장수,2024-06-21,7.6,3.1
130,울진,2024-06-21,4.9,0.6
106,동해,2024-06-21,4.4,0.1
143,대구,2024-06-21,8.5,5
174,순천,2024-06-21,8.3,3.9
98,동두천,2024-06-21,6.9,3.1
221,제천,2024-06-21,6.9,0.3
90,속초,2024-06-21,4.5,1.1
95,철원,2024-06-21,5.6,1
236,부여,2024-06-21,7,1
244,임실,2024-06-21,7.8,3.8
216,태백,2024-06-21,5.1,0.9
112,인천,2024-06-21,6.1,0.8
138,포항,2024-06-21,7.4,3.6
289,산청,2024-06-21,7.8,3.5
296,북부산,2024-06-21,7.9,3.6
277,영덕,2024-06-21,5.6,0.6
159,부산,2024-06-21,7.9,4.8
255,북창원,2024-06-21,8.1,3.9
253,김해시,2024-06-21,7.6,4.1
294,거제,2024-06-21,7.9,6.9
185,고산,2024-06-21,6.5,6
278,의성,2024-06-21,6.9,0.6
266,광양시,2024-06-21,7.1,3.4
259,강진군,2024-06-21,7.8,4.3
100,대관령,2024-06-21,5.1,3.3
131,청주,2024-06-21,6.3,1.3
279,구미,2024-06-21,5.9,2.8
239,세종,2024-06-21,5.9,0.3
105,강릉,2024-06-21,5,1.8
264,함양군,2024-06-21,7.9,2.1
283,경주시,2024-06-21,7.6,3.5
261,해남,2024-06-21,7.6,4.3
169,흑산도,2024-06-21,9.4,6.3
168,여수,2024-06-21,6.3,3.4
202,양평,2024-06-21,7,1.3
177,홍성,2024-06-21,6.5,1.1
243,부안,2024-06-21,7,1.8
254,순창군,2024-06-21,8,2.8
260,장흥,2024-06-21,7.6,4
108,서울,2024-06-21,5.8,1.3
156,광주,2024-06-21,7.1,5.9
137,상주,2024-06-21,6.4,1.4
155,창원,2024-06-21,7,3.3
104,북강릉,2024-06-21,4.9,0.5
238,금산,2024-06-21,6,2
102,백령도,2024-06-21,8.3,1.5
211,인제,2024-06-21,4.5,0.8
257,양산시,2024-06-21,7.1,4.4
235,보령,2024-06-21,7.3,2.3
146,전주,2024-06-21,6.1,1.9
99,파주,2024-06-21,5,2
272,영주,2024-06-21,6.6,0
170,완도,2024-06-21,9.1,6.5
115,울릉도,2024-06-21,3.8,1
212,홍천,2024-06-21,6.5,0.3
93,북춘천,2024-06-21,6,0
226,보은,2024-06-21,5.5,0.5
135,추풍령,2024-06-21,6.1,2
281,영천,2024-06-21,8.3,2.6
101,춘천,2024-06-21,4.6,0
247,남원,2024-06-21,7.6,4.1
203,이천,2024-06-21,5.6,2
288,밀양,2024-06-21,7.6,2.5
127,충주,2024-06-21,6.3,2.9
273,문경,2024-06-21,6.1,0.8
295,남해,2024-06-21,6.8,3.5
271,봉화,2024-06-21,5.8,2
152,울산,2024-06-21,7.6,4.8
251,고창군,2024-06-21,7.9,5.1
276,청송군,2024-06-21,7.3,3.6
268,진도군,2024-06-21,8.6,3.6
114,원주,2024-06-21,6.8,0
121,영월,2024-06-21,6,2.9
245,정읍,2024-06-21,7.5,3.4
201,강화,2024-06-21,6.1,0.4
262,고흥,2024-06-21,8,3.3
188,성산,2024-06-21,8.1,6.5
133,대전,2024-06-21,5.5,1.1
129,서산,2024-06-21,6.5,3.4
258,보성군,2024-06-21,7.6,3.4
284,거창,2024-06-21,7.3,2.5
162,통영,2024-06-21,7.8,3
232,천안,2024-06-21,6.1,2.4
140,군산,2024-06-21,7.3,3
136,안동,2024-06-21,6.5,2
263,의령군,2024-06-21,6.9,2.9
252,영광군,2024-06-21,7.8,1.4
135,추풍령,2024-06-22,9.6,9.1
257,양산시,2024-06-22,9.1,6.4
248,장수,2024-06-22,9.9,7.1
100,대관령,2024-06-22,9.8,9.5
232,천안,2024-06-22,9.8,8.3
121,영월,2024-06-22,9.9,7.3
272,영주,2024-06-22,9.9,0
168,여수,2024-06-22,9.9,8
